;sentiment;text
5721;-1;@SouthwestAir The in-browser hover over is intrusive and annoying. And the fact that the WiFi only works on one device is sort of sad.
2272;0;@united where's the crew for ua748?
1624;-1;“@united: @rikrik__ What made you come to this? Can we help you with anything? ^JP” the service just hasn't been great.
461;0;@VirginAmerica ...Please come to Minneapolis St. Paul!
6893;0;Stop this madness RT @JetBlue: Our fleet's on fleek. http://t.co/7x9uSbj2FV
7829;1;@JetBlue thank you! I'm excited to fly with you for the first time.
5642;0;@SouthwestAir's CEO Kelly draws record crowd to @BWI_Airport Business Partnership breakfast http://t.co/CVba4olcBl http://t.co/wTa5pX70A5
8666;1;@JetBlue thanks for listening. Doesn't mean I don't appreciate you!
1778;0;@united What does DM the confirmation @ mean???
8295;0;@JetBlue should I check in my awesome bag on my flight or carry it on... Decisions...
4609;1;@SouthwestAir thank you!
9487;0;@USAirways Hi, can you attach my AA FF# 94LXA62 to reservation E2KVM4. Thansk!
6819;0;@JetBlue I was returning from @FoodNetwork #SOBEWFF so I had limited carry on space in my tummy. Next flight I'll try that snack!
6355;0;@SouthwestAir so was there a winner for #DestinationDragons ???
2154;-1;@united your app says flight UA936 to #ZRH departed 2:45hrs Late Flight, but 5 hours Late Flightr we are still seating inside the plane in #IAD.  #failed
4245;0;@united Q: Just purchased ticket to #Hawaii for trip in Late Flight-March. Does this mean we will acquire miles based on price or distance flown?
11444;-1;@usairways I am sure you are sincere in your apology, its disappointing from a customer perspective when you want loyal customers #options
9776;-1;@USAirways @AmericanAir how is it possible that someone is drunk they bring a wheelchair for them but you keep serving them
5983;0;@SouthwestAir question all.  When will I receive my yearly bonus point accumulation? I think it's around now but not sure.  Thanks! :)
13977;1;@AmericanAir I tried that. They won't book us with another airline. I wish I had flown with you! We are now stuck in FL til Weds.
9932;-1;@USAirways and after six hours even the gate agent got fed up and left us all on line in front of an empty desk. Stay classy US Air.
7541;1;"“@JetBlue: @2littlebirds Beautiful shot.. Thanks for sharing. Using #FlyFi to post? ;)” Your welcome! Not on this flight. It was a quickie;)"
3650;-1;@united Apologize to the President. Once those employees blamed him, I heard it repeated 20 times.
945;-1;@united has the WORST customer svcs! This Kevin rep at call center must be investigated. My baggage's lost and there's no help but argument!
6194;1;@SouthwestAir @love_dragonss lol I'm sorry I'm just seeing this now but LAUREN OH MY GOD AHHHH
3578;0;@united ok thanks! Where are you counters located? And how Late Flight are they open?
2345;1;So appreciated! @united
13308;1;@AmericanAir ok thank you!
9378;1;@USAirways - Huge props to Parizad at checkin in Sacramento for her help on Friday to get 3 of us home when other airlines were delayed
7251;0;@JetBlue wall separating in row 1. #safetyconcerns http://t.co/zTrDwV0N4l
5506;1;@SouthwestAir you are lucky to have people like Annamarie and Norris at BWI. I hope they get recognized for excellent cust. service
10558;0;@USAirways what is contact info to upgrade using advantage miles?
12280;-1;Yes, and it gets disconnected due to the lack of WIFI strength “@AmericanAir: @MauererPower Have you reached out to @Gogo for help, David?”
3230;-1;@united b/c of your delay now you are oversold by 14 passengers?!??? This is a mess! What are you going to do to compensate?
4161;-1;@united thanks for your attention. I would actually like to make a specific complaint about customer service at DCA. What is my best option?
4471;0;@SouthwestAir- ...was only less than 3500pts, but it helped. Had PartnerRewards incoming, but not fast enough to keep pts from expiring.
13657;-1;@AmericanAir wait times of 2 hours to talk with an exec plt agent, what is going on!!!
12834;-1;@AmericanAir that's unacceptable
12629;0;@AmericanAir I am traveling from AUH to IAD via etihad and then from IAD to DFW via AA. Will I be able to retrieve my checked bag in IAD?
21;1;@VirginAmerica I love this graphic. http://t.co/UT5GrRwAaA
5288;-1;@SouthwestAir I fly back to Omaha for my grandmothers funeral, you Cancelled Flight my return flight and dont bother to notify me. Thanks a lot.
7099;0;@JetBlue Sent.
2582;-1;@united - after having to now TAG MY OWN bags at the airport I was hoping they would actually arrive WITH me - here's hoping they arrive
7590;-1;@JetBlue just had a horrible experience with check in agent at fort myers, I'll document and send details, off to Boston
142;0;@VirginAmerica Can you find us a flt out of LAX that is sooner than midnight on Monday? That would be great customer service 😃
12120;0;@americanair Yes to the iOS. I'm running iOS 8.1.3
4235;0;@united What is the policy behind changing passengers' seating assignments at the gate?
14421;-1;@AmericanAir Flt Cancelled Flighted, rescheduled to bad time. Tried 800# 3hrs. Website states can't do online=useless website. Help?
3741;1;@united can I just go ahead and live in your premium cabins? I'm in heaven now en route to LHR
12235;1;Happy #TT to my friends @AmericanAir . Hope the weather isn't causing you too many headaches.
1698;0;@united I do not see where it talks about military baggage fees. Can you please guide me. Thanks
6675;0;@SouthwestAir I noticed the rates increased a few days ago, or the promotion ended. Any idea when another promotion will be coming?? Thanks!
11615;-1;@USAirways not too impressed with your airlines but I would feel a lot better flying with if you upgraded me up to first class tomorrow
7149;-1;But, are your flight attendants fucking tho? RT @JetBlue: Our fleet's on fleek. http://t.co/wGYzTnjCXm
7782;1;@JetBlue Great thank you!
7797;0;@JetBlue BOS to DCA 1098 at 7:16 pm.
5292;0;@SouthwestAir flying back to Denver tomorrow. Should I rebook?
6197;1;@SouthwestAir once or twice a year. Hard to get vacation time from work sometimes. But love flying with you guys!
13776;-1;@AmericanAir I'm still on hold if you're wondering...  4 hours 37 minutes and counting.  #ServiceFail #OnHoldForever #Suboptimal
6999;0;@JetBlue Indeed. It was not 😉.
11758;1;"@USAirways right on. Up. Up &amp; away ✈️🌞"
5073;-1;@SouthwestAir been on hold for 1.5 hrs. What's up?
8658;-1;@JetBlue and the 20min line I stood in to drop my bag off?
12356;-1;@AmericanAir how do you NOT do maintenance on #MD80 while it sits for two days? Frozen lines found after its boarded? Come on! #faail #mci
5015;0;@SouthwestAir Also, will Southwest have any other specials like the one they are running now?
8286;0;@jetblue I was able to access it by using the drop down instead of clicking on the tab.
11515;-1;,@USAirways 2nd time this occurred in 3 weeks. I'm not patient. I have no choice.  #Antitrust issue
5703;1;@SouthwestAir Love, love, love this. Southwest Rocks!! Always!! https://t.co/q8VSfFRd1u
665;-1;@united common!! keep your paper work ready and don't delay our flights(#1585)and meetings @ChooseChicago
3468;-1;"@united - vacation days: relevant, Ritz in PR for the night: $700, losing a day to idiots and sleeping at the Newark ramada; #priceless"
3348;1;@united thank you. I will address it with them
8750;-1;@JetBlue I get Sunday due to weather and ok Monday they're busy but this is crazy
1093;1;@united that's brilliant Thankyou so much. Is it classed as part of carryon?
7445;-1;@JetBlue why, when you book a flight now, does jetblue separate a 3yr old from the mother? Isn't that a bit stupid? check-in headaches!
6153;0;@SouthwestAir I dunno my travel information.. like what?
10027;0;@USAirways flights to Dfw Cancelled Flightled today?
14052;0;@AmericanAir I need to get from Albuquerque, NM, USA, to Cebu, Philippines. I'm providing educational help for 800 kids. Can you help me?
5222;-1;@SouthwestAir flight to PHL from FLL Cancelled Flighted 2/21 no flight available until 2/24 done with SW. They are a pain to deal with
5192;-1;@SouthwestAir  reservation (FEHQNE)  21FEB15 | DCA-RSW. Want refund not credit for Cancelled Flightled flight please.
3133;1;@united Anna Palm Springs gate 19  deserves a medal! Handled 30 ppl missing flights like a pro!
2368;-1;@united I need #United to be a better airline!!
10326;-1;@USAirways Your customer service is  non-existent/ terrible. Dozens waiting for bags not placed on our flight, no staff anywhere #neveragain
12320;0;@AmericanAir @cityandsand we're trying to coordinate an airport hand-off of Nutella! #veryimportantproject
12283;0;@AmericanAir Traveling with my infant: Do you check the carseat for free? If so, do you provide a bag? Someone told me but wanted to confirm
8238;0;@JetBlue alright.
3542;0;@united done as requested.
3276;1;@united I'll stick with my United flight. Thanks, though. Effort is much appreciated.
1258;-1;@united Currently on UA862, 20 minutes of the worst turbulence I've ever experienced, and ZERO communication from the flight deck.
5665;1;@SouthwestAir thanks for the info and the quick response!
7091;0;@JetBlue with 3 kids and 11 days 340 + doesn't work and it's months in advance
14558;-1;@AmericanAir @brewcrewfan8 Is this real life, AA? Like, 2015 real life? You should be emailing/calling/DMing people you've inconvenienced.
4928;1;@SouthwestAir Leave BUR ten minutes Late Flight and arrive in SJC a minute before we were supposed to... Impressed! #gettingbetter 👍
8726;0;@JetBlue's new CEO seeks the right balance to please passengers and Wall ... - Daily Journal http://t.co/bTb4awQtln
43;0;@VirginAmerica I have an unused ticket but moved to a new city where you don't fly. How can I fly with you before it expires? #travelhelp
3381;-1;@united nonrefundable, hence I wrote $200! Doesn't make sense for my 150 credit. #nothanks
14016;-1;@AmericanAir it shouldn't happen but did and has put us and our gear in jeopardy. What steps do you take to protect customers if their items
4957;0;@SouthwestAir check out our 1st grader's school science fair project. She loves flying on Southwest Airlines. http://t.co/BaYePZkMiz
11279;-1;@USAirways Thanks for calling me about my 10:00p redirected flight at 10:07p. #SmoothOperation
2947;1;@united thank you so much, that helps a ton. Whoever is on this Twitter acct today deserves a handshake and a hot chocoLate Flight. #problemsolvers
6263;1;@SouthwestAir Yes! I did and the bags came straight to my hotel. Thank you ...you guys rock!
1867;0;@united ah, that would explain why crew didn't seem particularly distressed when we pointed it out. It was a little startling at first.
4711;-1;@SouthwestAir I never got an email confirmation for my ticket, but the credit card was charged.  Phone wait time is crazy. Is there a chat?
2379;-1;@united that's a crazy long form! You need something other than a video?
4266;0;"@united I normally ask people to put on headphones...but not toddlers. Maybe planes should have a ""kid"" section (near the back) ;)"
13726;1;@AmericanAir thanks for following up. I think it's fair to refund the ticket price and the two one way rental cars I had to buy.
13583;0;@AmericanAir Hi guys, can you tell me what the emergency is for #AA65 diverting to #Heathrow from Zurich-New York? Thanks, John.
8304;1;@JetBlue thanks to Julian at login for getting me onto an earlier flight back to DCA
7579;1;@JetBlue I knew there was a reason u were my favorite airline. Just read you answer on twitter in globe this morning. Great job
4972;0;@SouthwestAir  I heard a rumor flight 898 was Cancelled Flightled.  Is this true?
11644;1;@USAirways thanks for your help! I left a message for DCA lost and found. Fingers crossed we find it!
3376;-1;@united I sent you a dm hours ago
9960;-1;@USAirways you have got to be kidding me!  No info on 4565 from DCA to BGR and your phone line tells me to call back Late Flightr?
5566;1;@SouthwestAir THANK YOU SO MUCH!! http://t.co/tGSB1DfPS3
8323;1;@JetBlue we made it safe and sound. Thank you for the safe travels.
6409;1;@SouthwestAir Glad it was finally resolved too. Too bad I can't get a free voucher to go with mine so I can have a friend travel next time!
12575;-1;@AmericanAir gate agents disappeared and customer service agents were miserable and unhelpful. #letdown #neveragain
1439;0;@united @reccewife with the exception of everything you've asked for. Heh
449;-1;@VirginAmerica Thanks for making my flight from LAX to JFK a nightmare by forcing me to check my carry on bag at the gate. (1)
12211;-1;@AmericanAir why did flight 1636 get Cancelled Flightled? Waiting for a rep to rebook, but wondering if there will be other issues getting out.
12192;1;@AmericanAir Thanks!
11953;0;@AmericanAir what's the status of flight 1357 out of sju?
8000;0;@JetBlue do you have any afternoon flights going from BQN to JFK? I only seem to find early morning flights.
5053;1;@SouthwestAir I've DM'd you. Thanks!
2666;1;@united Looking forward to flying with you guys as well !!
4300;-1;@united Bad coffee, but the juice is ok. #GetPhilz @ United Terminal SFO Airport http://t.co/Sg7IQqFVsO
2834;-1;@united I requested an online refund option they denied saying the ticket was used, hope they understand the problem from your approach
7759;0;@JetBlue Hello we are doing a world record attempt on the amount of ball point pens in a collection please could you help with a pen?
11494;1;@USAirways thanks :)
11743;-1;"@usairways Yes. Works in Firefox. 

Can do everything but finish purchase. Button turns gray, never submits. For a couple weeks now."
10373;-1;@USAirways not happy w/ app Late Flightly. Last time I flew wouldn't let me check in, This time I checked in went on Late Flightr says I never checked in
2009;0;@united okay. Thanks.
11068;0;@USAirways any word on whether or not flight 1971 from Seattle to Charlotte will have connections held? Or...
3429;1;@united Joni did a great job on flight 5653 to LAX. Thanks for a great flight.
13800;1;@AmericanAir wow that's helpful.
8831;1;@JetBlue this makes me happy. I hope these aren't empty promises.
2698;0;@united landing in Chicago - saw it once we were already airborne.
7728;0;@JetBlue Have a cup coffee and relax while you check out the New Deals and Promotions at Avon, twice a month at Doug @dcoadavon
5852;1;@SouthwestAir thank you, will do
7361;0;@JetBlue Is that a guarantee? We'll see about that tomorrow morning when I have to fight for a seat.
1956;0;@united Was on NH10 on United ticket, rerouted to IAD due to weather in JFK. Can you get us home on United 5713 or 3277?
2408;-1;@united. DAY to IAD and CVG to IAD both Cancelled Flightled by United but all other airlines operating. Friend stuck and now miss intl flight. Help?
9184;-1;@USAirways honestly - how is it quickly as possible I've been on hold sine 9:50pm? Everyone that answers has to send me to someone else.
1291;0;@united WHy is my KTN not showing on my boarding?  Why is TSA pre-check not applying to my boarding pass?
6518;0;@SouthwestAir You guys must have been swamped, even took our corporate travel a long time to get in, but everything worked out in the end.
7607;1;"@jetblue always #mosaicmecrazy #sunrise #bestairline #nofilterneeded &amp; how can you not love #FlyFi… http://t.co/NY6CS7jRuV"
4041;1;"@United Bringing your ""A"" game with premium cabin dining. Nice! https://t.co/zgOQoxjBQY"
2565;1;@united yes to more food! Add some gluten free options while you're at it
8270;0;@JetBlue 1st flight of the morning, flying with a toddler. Will the plane be heated to a comfortable temp before boarding starts. #ItsCold
5644;-1;@SouthwestAir Please start charging for carryon luggage. #CarryOnBagsSlowEverybodyDown
2831;-1;"@united just landed. Might want to check flight 304 plane from Houston. That sound was during takeoff &amp; landing http://t.co/QKquRagGoO"
2156;0;@united are there any upgrades avail to get us all on the same flight
10474;-1;@USAirways you're right it's not fun. Especially when I don't have much of a choice. Lol. #curvygirltravels
3407;1;@united flt 1583 EWR to SFO excellent service. Friendly flight attendants. made the 6AM flight a very good start to the day.
3564;-1;@united My flying United is over...sorry. The Captain still had 20 minutes of pre-flight preparations to make while we sat with no air!
13115;-1;@AmericanAir 249 EWR - DFW is now stopping BNA to refuel 4 bad weather? Are YOU just trying to get the plane closer 2 DFW then Cancelled Flight on us?
2137;-1;@united on a 4 seg flt yvr to zurich, why would you credit all miles and but only 2 segs on full fare?
12733;0;@AmericanAir Do we get a class discount on your wifi? I will be flying your airlines at approx. 4 Am?
14001;1;Thank you for sending more details  @AmericanAir: They're pretty handy dandy. more info here: http://t.co/FvlxIRh1F1 #LookforwardtoflywithAA
11570;-1;@USAirways Worst experience ever. Unable 2 help over phone and told at last min cabin crew unavailable for flight. Never again #USAirways
1469;0;@united Hi.  My relative's Flight Booking Problems number is MY8YB4.  Her name is Clarita Jaramillo Mejia.  Thank you
1390;-1;"@united what the hell? Flight 746. Delayed since 3 pm, finally boarded and now sitting on the tarmac? Is this f&amp;&amp;%$cking plane Ever leaving?"
36;1;@VirginAmerica Moodlighting is the only way to fly! Best experience EVER! Cool and calming. 💜✈ #MoodlitMonday
5990;1;@SouthwestAir @FortuneMagazine friendliest employees
5008;0;@SouthwestAir yeah it happens. The PHX airport has extra long waits all spring long. Something locals know but tourist don't just FYI
1762;1;@united this is why I fly @SouthwestAir ... Never have any issues
4883;0;@SouthwestAir is service to Aruba being permanently discontinued in August?
6201;1;@SouthwestAir @taylormdowns We share that value in common. :)
7282;-1;@JetBlue But not reddit? I work for the site and this is ridiculous.
12723;0;@AmericanAir is that the flight for tomorrow?
7169;0;😩😂😂😂😂 “@JetBlue: Our fleet's on fleek. http://t.co/yco9dikpt9”
11545;1;@USAirways we are boarding now but have yet to depart.  Thanks for the response.
12406;1;@AmericanAir Thank you.
4035;1;@united and they were traveling as guests of a mileage plus member using that members miles. Great customer service.
8098;0;@JetBlue Airways Hits New 52-Week High at $17.58 (JBLU) - sleekmoney http://t.co/zdKXn4kTOu
2347;1;@united No problem just follow me back so I can! Thank you!
5092;1;@SouthwestAir thanks for getting me home from Denver tonight despite the snow!
7598;1;@JetBlue well, the last update was in the right direction, at least! I'll keep my fingers crossed.
13199;1;@AmericanAir Yay, thanks! Appreciate the help, I know it's NUTS right now with the cold and ice!
3436;1;"@united flight attendant regains karma by giving big sweaty dad cold water. Guy was running &amp; carrying his daughter.  Last one onboard."
2957;-1;@united or I'm sure her business will go else where for airline travel. Her name is Kathryn Sotelo
3123;0;@united round trip*
6804;0;@JetBlue It drops 75 when i take off the other two people, and vice versa. back and forth.
10906;-1;@USAirways I've been standing on a very crowded bus for the past 30 mins for DCA-PIT. HELP! @AmericanAir http://t.co/jasKYPLWt5
2617;1;@united Thank you! Have a nice evening.
3814;-1;@united (2/2) It suggests that if can't confirm cert at time of Flight Booking Problems, I should assume that it may never clear. Didn't used to be that way
5972;1;@SouthwestAir That would be great. Thank you! I'll send it over when you follow.
12368;1;Thank you, @AmericanAir! Much appreciated.
10327;-1;@USAirways even alternate options are allready full...even with hotel voucher...no more room in philly?
2995;1;@united good fly!! #United #businessFirst
6165;1;@SouthwestAir luckily, the people working the BSO at Chicago Midway have been very attentive and found our bags in Punta Cana.
14382;1;@AmericanAir I'm flying with your competitor today, starts with an U and ends with D. I will never make that mistake again. #americanforlife
6455;0;@SouthwestAir Flight 3111 (N614SW) departs @MCO enroute to Indianapolis International Airport http://t.co/qefKFWZo7d
29;0;@VirginAmerica LAX to EWR - Middle seat on a red eye. Such a noob maneuver. #sendambien #andchexmix
4065;1;@united ooh thanks!
4905;1;@SouthwestAir sign me up!
6141;0;@SouthwestAir @Imaginedragons  Did they pick someone for Destination Dragons?
169;0;@VirginAmerica to jump into the Dallas-Austin market - @Dallas_News http://t.co/EwwGi97gdx
13223;-1;@AmericanAir You didn't call, did you. Try it, and then you'll understand.  It's not possible to reach an agent,I don't know what else to do
8719;0;@JetBlue That's pretty nice. Are flight credits automatically given after the flight? I also wish there were a lounge I could sleep in.
12692;-1;@AmericanAir @nrosenb1 It's not allowing me to book available seats
6775;1;@JetBlue awesome, thanks! on hold now.
9135;-1;@USAirways nope not yet...
2517;1;"@united thank you.
It's my daughters 13th bd party w/proj. weather cond, it doesn't look promising.
Please assist with earlier flts to Cmh?"
4027;0;@united #UnitedAirlines wont wait 10min for fam w 2yr old connecting. flight leaves early instead for airport that is planes last stop today
815;-1;"@united Connection at ORD was on the exact same plane again. Checked carry-on was apparently taken off &amp; left in Chicago. Pretty ridiculous."
2524;-1;"@united your ""Airserv"" contractors aren't worth a wet damn. 30min Late Flight, still not done w bags on UA1566. They made checkin a calamity."
4511;1;@SouthwestAir I love this airline so much! Thanks so much! The service is great! The snacks are amazing! Everything is outstanding thanks!!
6550;0;@SouthwestAir employees spreading a bit of #MardiGras cheer at 7:30 this morning in Atlanta  #NFTYConvention http://t.co/ttbtY89Ilo
4020;-1;@united which now has maintenance issues with an undetermined amount of time until the mechanics even arrive
12484;0;@AmericanAir We did talk with Delta for about hour over phone, and I got a number from Delta that they asked to give to AA, which I did.
8045;0;@JetBlue Let's just say #IDontWannaLiveWithoutYourLove https://t.co/i9KCgaxxFa #ItWasMintToBe #BestInClassSocial #ThankYou #Travel #Business
8659;1;@JetBlue credit to you for replying.  I’ll look forward to hopefully one of those 103 on my flight home tonight :)
7973;-1;@JetBlue I'm a trying ! But I'm tired and getting grumpy !
13200;-1;@AmericanAir received an email requesting I call about a res. but I keep getting kicked off of your phone system. Help?
1833;-1;@united flight 5903 stranded on Tarmac in Chicago. No gates available?! Plane getting very hot and uncomfortable.
11283;-1;@USAirways how does an airline misplace an airline attendant?!! been at Reagan airport since 1pm10:15 to Cincy is delayed trying to find her
8511;-1;@JetBlue I had 2 fight 2 get a credit for the value of my bag but I got it. #skytrax #jetblue #corpgreed #nevertakeno http://t.co/6MBVJFlpBM
12710;1;@AmericanAir thanks.  I actually made it, my connection flight was delayed.  Guess all delays are not a bad thing. http://t.co/XGgCNTco8m
8191;-1;"@jetblue we never received that $15 credit for inoperable tv's on our SFO &gt; JFK flight 2 weeks ago. never got an email..."
520;-1;@united I did start a claim but 8-10 weeks is unrealistic, am I really supposed to go that long with out a car seat for my child.Ridiculous!
8818;1;@JetBlue we have just landed, thank you anyway. Btw, flight staff on flight 654 were wonderful despite their full day and heavy load.
13786;1;@AmericanAir Joanna is wonderful, new flight booked by a very friendly and helpful agent during a very stressful day! Thank You!
5628;-1;@SouthwestAir 2 1/2 hours Late Flight, but I made it to sf! Maybe you can help me get on an earlier flight on Sunday :)
6259;1;@SouthwestAir LOVE your TV ad with the girl dancing. Makes me laugh every time, AND now I want to take a trip! :-)
4021;0;@united I sent an email describing my experience. Looking forward to a follow up to hopefully make it right.
11158;-1;@USAirways thanks for telling me my flight was on time when the plane was broken. You're an inferior airline.
2089;-1;"@united has been showing the same tone deaf video for all these years about how ""wifi is coming!"" Hah.Not before I leave. @VirginAmerica ftw"
12207;1;@AmericanAir great customer service thanks
2807;0;@united uhuh.Group trying to get out of Nashville and into IAD today instead of tomorrow,why be preemptive though... https://t.co/yBv0xaowKv
12390;0;"@AmericanAir 3659 from SGF -&gt; DFW. You might want to clear off the ice for the planes landing. 😳"
9673;-1;@USAirways your customer service is horrendous. Between the way employees speak customers and their lack of care for problems with flights.
13143;-1;@AmericanAir really
12248;-1;"@AmericanAir #AmericanAirlines says most bags left in Miami have been returned following mechanical glitch &gt;&gt; http://t.co/Ib8kyjBCJM"
2420;0;@united I will. I have to get to Bangkok. I have just 17 days to spend with my husband in his mid deployment leave. Like to get there asap
6876;1;@JetBlue #1680 Super smooth flight and landing. Nicely done.
6228;1;@SouthwestAir thank you kindly.
6818;0;@JetBlue @JetBlueCheeps My friend bought a ticket last night for one of these routes from you, and it cost way more. Can you help?”
3637;1;@united is officially my favorite airline. They have created magic for me all day!!! #friendlyskies #careyon
4973;1;@SouthwestAir is hosting an @TheAcademy party in the terminal in Atlanta. #peanutsonaplatter
27;0;@VirginAmerica do you miss me? Don't worry we'll be together very soon.
14349;-1;@AmericanAir she should not only get a refund but also an apology for the deplorable service.
4519;0;@SouthwestAir Please lower my plane flight by like $100 bucks!! Thanks~ #FloridaVacation
11791;1;@USAirways thank you! I tried that and they said they didn't have it. Anywhere else to try?
12109;-1;@AmericanAir That's ok...You may keep my $25 and lose my bag with no info, but you no longer have my trust. Bad way to handle this.
13582;-1;@AmericanAir all I want is to know what to do regarding my connecting flights since my 1st is Cancelled Flightled. Could you be of assistance?
4461;1;@SouthwestAir is the best airline hands down. Amazing customer service, bags free and affordable flights. #happycamper
13074;-1;@AmericanAir No. Had to Cancelled Flight my trip. Instead of a $25 future trip voucher, a $25 drink coupon would've been better! #WakingInMemphis
9912;0;@USAirways I saw online you had fee but I was wondering if there was a way to pay for it ahead of time, instead of at the kiosk
7038;1;@JetBlue true. Maybe. Wish I had expedited security haha
10221;1;"@USAirways job well done from your Philly employee running check,in today. (Tabitha?) helped us in an emergency &amp; vacation saved!!!"
7833;0;@JetBlue  What are your rules on checked baggage and carry ons from SLC to SJO?
9028;-1;"@USAirways @AmericanAir I love you guys &amp; I'm gonna let you finish, but I've been on hold for 1 hour trying to book a flight w/ my voucher."
9756;-1;@USAirways Can someone please answer my call. I have been waaaaaaiting!!!
8435;1;@JetBlue haha thanks Jetblue👌☺️
1610;0;@united Good evening, UA. Can you assist with an issue via DM?
1178;-1;@united was that English? I'll DM though I don't think you'll make a plane appear.
11904;-1;@AmericanAir thx for responding. I cant watch 2 mins of this film w/out it cutting in and out 4 prolonged prds of time. beyond frustrating
4622;0;“@SouthwestAir: Congrats to these fans who are seeing #DestinationDragons in L.A.! SLC, you're next! http://t.co/YcCITaeP3S” Thanks again SW
5953;1;@SouthwestAir thank you for always going above and beyond with your customer service!!!!!! #favoriteairline #luvforSW #southwestAir
6574;0;"@SouthwestAir Thank you. The email about RR pts &amp; how to gain more wasn't clear so all of mine r gone. Anything u can do is appreciated."
3358;-1;@united I see you tweeting as little as 7 min ago. Are you just ignoring my CS request? #CantLogOutOfUnitedWifi
5929;0;@SouthwestAir @Imaginedragons #DestinationDragons Any tix to spare? I wanna go see the show on Friday in LA with my friend @HayleyMad!
8072;1;@JetBlue thank you for always have the most amazing customer service! Bring on The Disney Princess Half Marathon
11595;1;"@USAirways YOU ARE THE BEST AIRWAYS!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏"
12386;1;@AmericanAir fantastic thanks! Will try and tweet a photo of the view :)
2260;0;@united who do I need to contact regrading a complaint and to get a voucher funds for future travel on United?
6970;1;@JetBlue We had 2 great flights into and out of the Bahamas, even during the bad weather in the northeast, thanks for the great service!!!
13952;-1;@AmericanAir several hrs Late Flight and 140 characters won't do it. Cheers though
768;0;@united what time does check in open for flight no UA80 from Manchester to Newark today ?
14628;1;Thank you. “@AmericanAir: @jlhalldc Customer Relations will review your concerns and contact you back directly, John.”
11610;1;"@USAirways TYVM USAir, Happy Night@ &lt;3"
1735;0;@united Okay, just requested to follow.
3911;0;@united volumes, profit up http://t.co/pKfI9bTtzf #aviation #aircargo http://t.co/BBj6kMTYUl
5604;1;@SouthwestAir thank you so so much for sending me to LA for #DestinationDragons! Tonight is gonna rock😎
5310;0;@SouthwestAir can you follow and we'll proceed?
6811;1;@eatgregeat WOW~Thx for thinking of us, Greg! Heard #SOBEWFF was amazing! We've heard the same about @JetBlue (ps thx for the info) #TeamNKH
9977;0;@USAirways got transf. to Dividend Miles...need to change flight.  Grandma just passed, need to change ticket ASAP. Update on wait time?
9964;-1;@USAirways I promise, if I can help it I will nvr fly w/u again. Even if I have 2 pay more $$$ 2 fly w/ sum1 else #badcustomerservice
8591;0;@JetBlue Airways Sees Significant Decline in Short Interest (JBLU) - WKRB News http://t.co/lZFGUTxIYN
11416;1;@USAirways thanks!  Can you help remind the agents it's ok?  Ps. Heard rumors of a streaming wifi TV/movie service you might be installing
2427;0;@united I take it as a compliment that I was mistaken several times as a member of your staff on my flight... time to remove my scarf :)
9664;-1;@USAirways the call hung up on me..
2988;-1;@united yea, a refund. Your airline ruined our trip.
9410;-1;@USAirways US 728. One water run of the planet's smallest water bottles. Applaud you looking out for the environment.
3678;-1;@united Not sure what happened @ MSP yesterday, but VERY UNHAPPY my bag was not only delayed, but sat at MSP for 8 hrs b4 delivery @ 2:30 am
136;1;@virginamerica you ROCK for making it so I can watch #Oscars on my flight!! #redcarpet #oscars #oscars2015
13587;-1;@AmericanAir not only did you Cancelled Flight our flight from JFK and delay us by 29 hours, you've now lost 2 of our bags. Worst airline ever.
1151;-1;@united gate C 24 IAD. U released passengers to board w/others deplaning .50 peopleOn bridge while next flight  board http://t.co/HfoF33iyhi
1597;-1;@united -How is it that all my flight times were changed without any official notification? Almost missed my flight this morning. Not cool!
12176;-1;@AmericanAir any idea on what the wait time is for refunds from @USAirways? I was told a few days over the phone - but it's well past that.
11858;-1;@USAirways  well its 11:45am and just got an email that my 11am flight is delayed-thats not right
8700;0;@JetBlue's CEO Battles to Appease Passengers and Wall Street - http://t.co/E5NaxBUe4s http://t.co/E1Mex0t6Q5
10655;-1;@USAirways so am I supposed to discuss this matter with a computer? #BadCustomerService #Airlines #DividendRewards
9850;-1;@USAirways What is happening at Reagan Airport DCA? Long lines and four people working checkIn! #unhappy #DCA
9657;0;@USAirways @PDQuigley any progress? Good luck, Patrick!
6840;1;@JetBlue sooo earlier i said i couldnt fly with you for my school trip but now i can! 😏
5251;-1;@SouthwestAir is there any estimate on when the holding for you online will end? I'm at an hour and forty minutes now. I need to rebook!!!
70;0;@virginamerica Need to change reservation. Have Virgin credit card. Do I need to modify on phone to waive change fee? Or can I do online?
2759;-1;@united Don't ask me to be patient without offering something in return.
6356;0;@SouthwestAir Thanks for reminding me about my upcoming trip to Florida but you really didn't need to... http://t.co/p6r5rt5Ow5
3601;0;@united @VUSA_Australia I'm just an Aussie cowgirl lookin' for my cowboy. Take me to Fort Worth, Estelle says I'll find him there!
9305;1;Great management of @USAirways twitter account. Thank you.
8918;0;@JetBlue okayyyy. But I had huge irons on way out. Promise no shenanigans?
5844;0;"@SouthwestAir Any way you can help with entry to Vegas event? My Boyfriend &amp; I have been @Imaginedragons fans since 2009. They are awesome!"
2508;-1;@united officially has the most inefficient boarding procedure. There is no reason it should take 45 mins to board a plane!
